"ds13054","200","126","1.5873","1000","631","1.58479"
"ds13055r","200","126","1.5873","1000","630","1.5873"
"ds19001then","175","200","0.875","698","800","0.8725"
"ds19002now","175","200","0.875","698","800","0.8725"
"ds19003","200","142","1.40845","1000","711","1.40647"
"ds19004","200","117","1.7094","1000","585","1.7094"
"ds19005","200","133","1.50376","1000","666","1.5015"
"ds19006","134","200","0.67","536","800","0.67"
"ds19007","200","134","1.49254","1000","670","1.49254"
"ds19008","200","122","1.63934","1000","609","1.64204"
"ds19009","175","200","0.875","699","800","0.87375"
"ds19010","200","107","1.86916","1000","537","1.8622"
"ds19011","200","150","1.33333","1000","752","1.32979"
"ds19012","157","200","0.785","626","800","0.7825"
"ds19013","200","133","1.50376","1000","666","1.5015"
"ds19014r","180","200","0.9","720","800","0.9"
"ds19015r","200","154","1.2987","1000","768","1.30208"
"ds19016","100","200","0.5","400","800","0.5"
"ds19017r","200","161","1.24224","992","800","1.24"
"ds19018r","200","94","2.12766","1000","468","2.13675"
"ds19019r","200","135","1.48148","1000","676","1.47929"
"ds19020r","200","118","1.69492","1000","589","1.69779"
"ds19021r","200","166","1.20482","963","800","1.20375"
"ds19022r","200","126","1.5873","1000","628","1.59236"
"ds19023r","200","145","1.37931","1000","725","1.37931"
"ds19024r","161","200","0.805","645","800","0.80625"
"ds19025r","200","161","1.24224","997","800","1.24625"
"ds19026","200","132","1.51515","1000","658","1.51976"
"ds19027","200","135","1.48148","1000","673","1.48588"
"ds19028","200","150","1.33333","1000","750","1.33333"
"ds19029","159","200","0.795","636","800","0.795"
"ds19030","200","150","1.33333","1000","750","1.33333"
"ds19031","200","103","1.94175","1000","513","1.94932"
"ds19032","200","133","1.50376","1000","666","1.5015"
"ds19033","200","150","1.33333","1000","750","1.33333"
"ds19034","200","133","1.50376","1000","665","1.50376"
"ds19035","200","145","1.37931","1000","724","1.38122"
"ds19036","200","131","1.52672","1000","656","1.52439"
"ds19037","200","150","1.33333","1000","750","1.33333"
"ds19038","200","118","1.69492","1000","592","1.68919"
"ds19039","200","133","1.50376","1000","667","1.49925"
"ds19040","200","133","1.50376","1000","666","1.5015"
"ds19041","200","176","1.13636","909","800","1.13625"
"ds19042","200","125","1.6","1000","626","1.59744"
"ds19043","200","121","1.65289","1000","603","1.65837"
"ds19044","200","150","1.33333","1000","750","1.33333"
"ds19045","150","200","0.75","600","800","0.75"
"ds19046","200","133","1.50376","1000","665","1.50376"
"ds19047","200","125","1.6","1000","625","1.6"
"ds19048","200","112","1.78571","1000","561","1.78253"
"ds19049","200","137","1.45985","1000","686","1.45773"
"ds19050","200","133","1.50376","1000","665","1.50376"
""
